RT title,imdb_title,year,length,budget,rating,votes,rlow,rmed,rhigh,mpaa_kid,mpaa_adult,Action,Animation,Comedy,Drama,Documentary,Romance,Short,cast1,cast2,cast3
Four Weddings and a Funeral,Four Weddings and a Funeral,1994,117,6000000,7.2,17820,13.5,48.0,43.5,1,0,0,0,1,1,0,1,0,Hugh Grant,Andie MacDowell,Kristin Scott Thomas
Frailty,Frailty,2001,100,11000000,7.4,10551,13.5,38.0,53.5,1,0,0,0,0,1,0,0,0,Bill Paxton,Matthew McConaughey,Powers Boothe
Frankenfish,Frankenfish,2004,84,3000000,4.6,309,33.5,48.0,23.5,1,0,1,0,1,0,0,0,0,Tomas Arana,Mark Boone Jr.,Muse Watson
Frankenhooker,Frankenhooker,1990,85,2500000,5,520,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,James Lorinz,Patty Mullen,Charlotte J. Helmkamp
Frankenstein,Frankenstein,1994,123,45000000,6,6941,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Daniel Radcliffe,James McAvoy,Jessica Brown-Findlay
Freaked,Freaked,1993,86,11000000,5.4,920,13.5,48.0,43.5,1,0,0,0,1,0,0,0,0,Alex Winter,Megan Ward,Michael Stoyanov
Freaky Friday,Freaky Friday,2003,97,26000000,6.9,8052,13.5,58.0,43.5,1,0,0,0,1,1,0,0,0,Jamie Lee Curtis,Lindsay Lohan,Mark Harmon
Freddy Got Fingered,Freddy Got Fingered,2001,87,15000000,3.5,9115,43.5,18.0,23.5,1,0,0,0,1,0,0,0,0,Tom Green (III),Rip Torn,Marisa Coughlan
Freddy vs. Jason,Freddy Vs Jason,2003,97,25000000,6.1,11109,13.5,38.0,33.5,1,0,1,0,0,0,0,0,0,Robert Englund,Ken Kirzinger,Monica Keena
Freddy's Dead - The Final Nightmare,Freddys Dead The Final Nightmare,1991,93,5000000,4.3,3618,23.5,48.0,13.5,1,0,0,0,1,0,0,0,0,Robert Englund,Lisa Zane,Shon Greenblatt
Free Money,Free Money,1998,91,30000000,4.7,619,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Marlon Brando,Charlie Sheen,Thomas Haden Church
Freeway,Freeway,1996,102,3000000,6.5,4961,13.5,38.0,53.5,1,0,0,0,0,1,0,0,0,Reese Witherspoon,Kiefer Sutherland,Brooke Shields
Freeway 2: Confessions of a Trickbaby (Freeway II: Confessions of a Trickbaby),Freeway II Confessions of a Trickbaby,1999,90,2000000,4.6,666,23.5,38.0,23.5,1,0,0,0,0,1,0,0,0,Natasha Lyonne,Maria Celedonio,Vincent Gallo
Freeze Frame,Freeze Frame,2004,99,2000000,5.8,189,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Lee Evans,Sean McGinley,Ian McNeice
Frequency,Frequency,2000,118,31000000,7.4,15317,13.5,38.0,53.5,1,0,0,0,0,1,0,0,0,Dennis Quaid,Jim Caviezel,Andre Braugher
Frida,Frida,2002,123,12000000,7.5,8614,13.5,38.0,53.5,1,0,0,0,0,1,0,0,0,Salma Hayek,Alfred Molina,Geoffrey Rush
Friday,Friday,1995,91,3500000,6.7,7020,13.5,48.0,63.5,1,0,0,0,1,1,0,0,0,Ice Cube,Chris Tucker,Nia Long
Friday After Next,Friday After Next,2002,85,20000000,4.9,1659,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,Ice Cube,Mike Epps,Starletta DuPois
Friday Night Lights,Friday Night Lights,2004,117,30000000,7,4290,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Billy Bob Thornton,Derek Luke,Jay Hernandez
Friday the 13th Part 2,Friday the 13th Part 2,1981,87,1000000,4.9,3794,13.5,58.0,13.5,1,0,1,0,0,0,0,0,0,Amy Steel,John Furey,Adrienne King
Friday the 13th Part 3,Friday the 13th Part 3 3D,1982,91,4000000,4.3,3239,23.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Dana Kimmell,Richard Brooker,Catherine Parks
Friday the 13th Part VII - The New Blood,Friday the 13th Part VII The New Blood,1988,90,3500000,4.1,2625,33.5,58.0,13.5,1,0,0,0,0,1,0,0,0,Jennifer Banko,Lar Park Lincoln,Kevin Spirtas
Friday the 13th Part VIII - Jason Takes Manhattan,Friday the 13th Part VIII Jason Takes Manhattan,1989,100,5000000,3.6,3248,43.5,38.0,13.5,1,0,0,0,0,0,0,0,0,Jensen Daggett,Scott Reeves,Peter Mark Richman
Friday the 13th - The Final Chapter,Friday the 13th The Final Chapter,1984,90,1800000,4.6,2975,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Crispin Glover,Kimberly Beck,Barbara Howard
Fright Night,Fright Night,1985,106,9000000,6.5,3601,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,Anton Yelchin,Colin Farrell,Toni Collette
From Beyond,From Beyond,1986,85,4500000,6,887,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Jeffrey Combs,Barbara Crampton,Ted Sorel
From Dusk Till Dawn,From Dusk Till Dawn,1996,108,20000000,6.8,28473,13.5,48.0,53.5,1,0,1,0,1,0,0,0,0,George Clooney,Harvey Keitel,Quentin Tarantino
From Hell,From Hell,2001,122,35000000,6.8,17292,13.5,58.0,33.5,1,0,0,0,0,0,0,0,0,Johnny Depp,Heather Graham,Ian Holm
From Justin To Kelly,From Justin to Kelly,2003,90,12000000,1.7,6517,83.5,18.0,23.5,1,0,0,0,1,0,0,1,0,Kelly Clarkson,Justin Guarini,Katherine Bailess
Frostbite,Frostbite,2005,83,2400000,2.8,201,63.5,18.0,23.5,1,0,0,0,1,0,0,0,0,Katharine Isabelle,Viv Leacock,Adam Grimes
Little Fugitive (The Coney Island Kid ),Fugitive The,1993,130,44000000,7.7,48292,13.5,38.0,63.5,1,0,1,0,0,1,0,0,0,Richie Andrusco,Richard Brewster,Winifred Cushing
Fukkatsu no hi (Day of Resurrection) (The End) (Virus),Fukkatsu no hi,1980,108,16000000,5.7,140,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Olivia Hussey,George Kennedy,Bo Svenson
Full Frontal,Full Frontal,2002,101,2000000,5,3056,23.5,48.0,23.5,1,0,0,0,1,1,0,1,0,David Duchovny,Nicky Katt,Catherine Keener
Full Metal Jacket,Full Metal Jacket,1987,116,30000000,8.2,47757,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Matthew Modine,Adam Baldwin,Vincent D'Onofrio
The Full Monty,Full Monty The,1997,91,3500000,7.2,22115,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,Robert Carlyle,Tom Wilkinson,Mark Addy
G.I. Jane,GI Jane,1997,124,50000000,5.5,9116,13.5,48.0,23.5,1,0,1,0,0,1,0,0,0,Demi Moore,Viggo Mortensen,Anne Bancroft
G.O.R.A.,GORA,2004,127,5000000,7.2,1561,13.5,18.0,64.5,1,0,0,0,1,0,0,0,0,Cem Yilmaz,Ozan Guven,Ozkan Ugur
La gabbianella e il gatto (Lucky And Zorba),Gabbianella e il gatto La,1998,75,6000000,6.8,134,9.0,38.0,53.5,1,0,0,1,0,0,0,0,0,Luis Sepulveda,Carlo Verdone,Antonio Albanese
Galaxy Quest,Galaxy Quest,1999,102,45000000,7.2,22341,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,Tim Allen,Sigourney Weaver,Alan Rickman
The Game of Their Lives,Game of Their Lives The,2005,101,20000000,6.4,125,13.5,13.5,64.5,1,0,0,0,0,1,0,0,0,Gerard Butler,Wes Bentley,Jay Rodan
The Hunger Games,Game The,1997,128,50000000,7.6,28099,13.5,28.0,53.5,1,0,0,0,0,0,0,0,0,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
Gandhi,Gandhi,1982,188,22000000,8,15879,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Ben Kingsley,Candice Bergen,Edward Fox
Gangs of New York,Gangs of New York,2002,166,97000000,7.3,34808,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Leonardo DiCaprio,Daniel Day-Lewis,Cameron Diaz
Garage Days,Garage Days,2002,106,6000000,5.6,597,13.5,48.0,23.5,1,0,0,0,1,1,0,0,0,Kick Gurry,Maya Stange,Pia Miranda
Garden State,Garden State,2004,109,2500000,8.1,23814,13.5,18.0,83.5,1,0,0,0,1,1,0,1,0,Zach Braff,Natalie Portman,Peter Sarsgaard
Garfield - The Movie,Garfield,2004,80,50000000,4.8,4775,13.5,58.0,13.5,1,0,0,1,1,0,0,0,0,Bill Murray,Breckin Meyer,Jennifer Love Hewitt
The Gathering,Gathering The,2002,83,18000000,5.8,1033,13.5,68.0,13.5,1,0,0,0,0,0,0,0,0,Christina Ricci,Stephen Dillane,Kerry Fox
Gattaca,Gattaca,1997,101,36000000,7.6,26071,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Ethan Hawke,Uma Thurman,Alan Arkin
The General's Daughter,Generals Daughter The,1999,116,60000000,6.1,11128,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,John Travolta,Madeleine Stowe,James Cromwell
Genghis Khan,Genghis Khan,2004,120,50000000,7.9,15,29.0,0.0,63.5,1,0,1,0,0,0,0,0,0,Stephen Boyd,Omar Sharif,James Mason
George and the Dragon (Dragon Sword),George and the Dragon,2004,93,32000000,5.5,137,13.5,48.0,33.5,1,0,1,0,1,0,0,1,0,James Purefoy,Piper Perabo,Patrick Swayze
George of the Jungle,George of the Jungle,1997,92,55000000,5.5,6430,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,Brendan Fraser,Leslie Mann,Thomas Haden Church
Geronimo - An American Legend,Geronimo An American Legend,1993,115,50000000,6.2,1233,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Jason Patric,Gene Hackman,Robert Duvall
Get Carter,Get Carter,2000,104,40000000,4.7,4927,23.5,58.0,13.5,1,0,1,0,0,1,0,0,0,Sylvester Stallone,Miranda Richardson,Rachael Leigh Cook
Get Over It,Get Over It,2001,87,10000000,5.7,3561,13.5,58.0,23.5,1,0,0,0,1,0,0,1,0,Kirsten Dunst,Ben Foster,Melissa Sagemiller
Get Shorty,Get Shorty,1995,105,30250000,7,14825,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,John Travolta,Gene Hackman,Rene Russo
Get on the Bus,Get on the Bus,1996,120,2400000,6.6,1142,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Ossie Davis,Charles S. Dutton,Richard Belzer
Gettysburg,Gettysburg,1993,259,25000000,7.5,5191,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Martin Sheen,Jeff Daniels,Tom Berenger
Ghost,Ghost,1990,128,22000000,6.8,19005,13.5,48.0,43.5,1,0,0,0,0,1,0,1,0,Patrick Swayze,Demi Moore,Whoopi Goldberg
Ghost Ship,Ghost Ship,2002,91,35000000,5.3,8399,13.5,68.0,13.5,1,0,0,0,0,0,0,0,0,Julianna Margulies,Ron Eldard,Desmond Harrington
Ghost World,Ghost World,2000,111,7000000,7.8,17976,13.5,28.0,73.5,1,0,0,0,1,1,0,0,0,Thora Birch,Steve Buscemi,Scarlett Johansson
The Ghost and the Darkness,Ghost and the Darkness The,1996,109,55000000,6.4,8360,13.5,48.0,33.5,1,0,1,0,0,1,0,0,0,Michael Douglas,Val Kilmer,Tom Wilkinson
Ghosts of Mars,Ghosts of Mars,2001,98,28000000,4.6,6368,33.5,58.0,13.5,1,0,1,0,0,0,0,0,0,Ice Cube,Natasha Henstridge,Jason Statham
Ghosts of Mississippi,Ghosts of Mississippi,1996,130,36000000,6.4,2268,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Alec Baldwin,Whoopi Goldberg,James Woods
Ghoulies,Ghoulies,1985,82,1000000,3.2,612,53.5,38.0,13.5,1,0,0,0,1,0,0,0,0,Peter Liapis,Lisa Pelikan,Michael Des Barres
Gigli,Gigli,2003,121,54000000,2.3,11285,83.5,18.0,13.5,1,0,0,0,1,0,0,1,0,Ben Affleck,Jennifer Lopez,Justin Bartha
Ginger Snaps,Ginger Snaps,2000,110,5000000,6.8,3968,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,Emily Perkins,Katharine Isabelle,Kristopher Lemche
Ginger Snaps 2 - Unleashed,Ginger Snaps Unleashed,2004,94,3500000,6.6,1118,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Emily Perkins,Katharine Isabelle,Tatiana Maslany
The Gingerbread Man,Gingerbread Man The,1998,114,25000000,5.7,2806,13.5,68.0,13.5,1,0,0,0,0,0,0,0,0,Kenneth Branagh,Embeth Davidtz,Robert Downey Jr.
Il giovane Toscanini (Young Toscanini),Giovane Toscanini Il,1988,109,14000000,4.7,36,23.5,38.0,39.0,1,0,0,0,0,1,0,0,0,C. Thomas Howell,Elizabeth Taylor,Sophie Ward
Girl 6,Girl 6,1996,108,12000000,5,1453,13.5,68.0,13.5,1,0,0,0,1,1,0,0,0,Theresa Randle,Isaiah Washington,Spike Lee
Girl Play,Girl Play,2004,80,1000000,3.3,63,4.5,13.5,74.5,1,0,0,0,1,0,0,0,0,Robin Greenspan,Lacie Harmon,Mink Stole
"Girl, Interrupted",Girl Interrupted,1999,127,24000000,7,16362,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Winona Ryder,Angelina Jolie,Clea DuVall
Give My Regards to Broad Street,Give My Regards to Broad Street,1984,108,9000000,4.1,320,23.5,48.0,23.5,1,0,0,0,0,1,0,0,0,Paul McCartney,Bryan Brown,Ringo Starr
Gladiator,Gladiator,2000,155,103000000,8,92495,13.5,28.0,73.5,1,0,1,0,0,1,0,0,0,Russell Crowe,Joaquin Phoenix,Connie Nielsen
Glitter,Glitter,2001,104,22000000,2.1,5209,73.5,18.0,23.5,1,0,0,0,0,1,0,1,0,Mariah Carey,Max Beesley,Terrence Howard
Rock My World (Global Heresy),Global Heresy,2002,106,12000000,5.7,373,13.5,58.0,33.5,1,0,0,0,0,1,0,0,0,Peter O'Toole,Joan Plowright,Alicia Silverstone
Gloria,Gloria,1999,108,30000000,4.9,1144,13.5,68.0,13.5,1,0,0,0,0,1,0,0,0,Paulina Garcia,Sergio Hernandez,Diego Fontecilla
Blades of Glory,Glory,1989,122,18000000,8.1,21861,13.5,28.0,73.5,1,0,1,0,0,1,0,0,0,Will Ferrell,Jon Heder,Will Arnett
Harry Potter and the Goblet of Fire,Go,1999,103,6500000,7.4,20663,13.5,38.0,53.5,1,0,0,0,1,0,0,0,0,Daniel Radcliffe,Rupert Grint,Emma Watson
"The Godfather, Part III",Godfather Part III The,1990,169,54000000,7.3,22385,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Al Pacino,Diane Keaton,Talia Shire
Gods and Generals,Gods and Generals,2003,209,56000000,5.7,3002,23.5,38.0,43.5,1,0,1,0,0,1,0,0,0,Robert Duvall,Stephen Lang,Jeff Daniels
Gods and Monsters,Gods and Monsters,1998,105,3500000,7.6,9020,13.5,28.0,63.5,1,0,0,0,0,1,0,0,0,Ian McKellen,Brendan Fraser,Lynn Redgrave
Godzilla,Godzilla,1998,133,125000000,4.4,22695,43.5,58.0,13.5,1,0,1,0,0,0,0,0,0,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston
The Golden Bowl,Golden Bowl The,2000,130,15000000,6,1145,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Uma Thurman,Jeremy Northam,Kate Beckinsale
GoldenEye,GoldenEye,1995,130,80000000,6.8,22991,13.5,48.0,43.5,1,0,1,0,0,0,0,0,0,Pierce Brosnan,Sean Bean,Izabella Scorupco
Gone Fishin',Gone Fishin,1997,94,53000000,3.8,1884,43.5,48.0,13.5,1,0,0,0,1,0,0,0,0,Joe Pesci,Danny Glover,Rosanna Arquette
Gone in 60 Seconds (Gone in Sixty Seconds),Gone in Sixty Seconds,2000,117,90000000,5.7,25400,13.5,68.0,23.5,1,0,1,0,0,0,0,0,0,Nicolas Cage,Angelina Jolie,Giovanni Ribisi
Gong fu chu shen (Kung Fu Chefs),Gong fu,2004,99,20000000,7.9,5299,13.5,28.0,73.5,1,0,1,0,1,0,0,0,0,Sammo Hung Kam-Bo,Vanessa Wu,Fan Siu-Wong
Good Boy,Good Boy,2003,88,18000000,4.7,683,23.5,58.0,23.5,1,0,0,0,1,1,0,0,0,Josh Marcantel,Gary Shannon,Tiffany Shepis
Good Burger,Good Burger,1997,103,9000000,4,1714,23.5,28.0,23.5,1,0,0,0,1,0,0,0,0,Kel Mitchell,Kenan Thompson,Sinbad
The Good Girl,Good Girl The,2002,93,5000000,6.9,8254,13.5,48.0,33.5,1,0,0,0,1,1,0,0,0,Jennifer Aniston,Jake Gyllenhaal,John C. Reilly
A Good Man in Africa,Good Man in Africa A,1994,94,20000000,4.6,473,13.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Colin Friels,Joanne Whalley,Sean Connery
"Good Morning, Vietnam",Good Morning Vietnam,1987,119,13000000,7.1,13823,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,Robin Williams,Forest Whitaker,Tung Thanh Tran
Good Will Hunting,Good Will Hunting,1997,126,10000000,7.8,60858,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Matt Damon,Robin Williams,Ben Affleck
GoodFellas,Goodfellas,1990,145,25000000,8.6,68219,13.5,28.0,83.5,1,0,0,0,0,1,0,0,0,Robert De Niro,Ray Liotta,Joe Pesci
The Goonies,Goonies The,1985,114,19000000,7.2,18895,13.5,38.0,63.5,1,0,0,0,1,0,0,0,0,Sean Astin,Josh Brolin,Corey Feldman
Gosford Park,Gosford Park,2001,137,15000000,7.3,16831,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Maggie Smith,Michael Gambon,Kristin Scott Thomas
Gothika,Gothika,2003,98,40000000,5.8,10524,13.5,68.0,23.5,1,0,0,0,0,0,0,0,0,Halle Berry,Robert Downey Jr.,Charles S. Dutton
Grace of My Heart,Grace of My Heart,1996,116,5000000,6.5,982,13.5,38.0,53.5,1,0,0,0,1,1,0,0,0,Illeana Douglas,Matt Dillon,John Turturro
The Granny (The Granny: A Blood Relative) (The Matriarch),Granny The,1995,85,1000000,4.2,142,43.5,28.0,23.5,1,0,0,0,1,0,0,0,0,Ryan Bollman,Teresa Ganzel,Sandy Helberg
Graveyard Shift,Graveyard Shift,1990,89,10500000,3.8,1074,43.5,48.0,13.5,1,0,0,0,0,0,0,0,0,David Andrews,Kelly Wolf,Stephen Macht
The Green Mile,Green Mile The,1999,188,60000000,8.1,60142,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Tom Hanks,David Morse,Bonnie Hunt
Gremlins,Gremlins,1984,106,11000000,6.8,15044,13.5,58.0,33.5,1,0,1,0,1,0,0,0,0,Zach Galligan,Hoyt Axton,Frances Lee McCain
Gremlins 2: The New Batch,Gremlins 2 The New Batch,1990,106,50000000,5.9,7780,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Zach Galligan,Phoebe Cates,John Glover
Grey Owl,Grey Owl,1999,118,30000000,5.7,629,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Pierce Brosnan,Annie Galipeau,Nathaniel Arcand
The Grey Zone,Grey Zone The,2001,108,5000000,7.3,1553,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Harvey Keitel,Mira Sorvino,Steve Buscemi
Grimm,Grimm,2003,110,3700000,6.2,201,13.5,68.0,23.5,1,0,0,0,1,1,0,0,0,Halina Reijn,Jacob Derwig,Carmelo Gomez
Grosse Pointe Blank,Grosse Pointe Blank,1997,107,15000000,7.4,20400,13.5,48.0,53.5,1,0,0,0,1,0,0,1,0,John Cusack,Minnie Driver,Dan Aykroyd
The Grudge 2,Grudge The,2004,92,10000000,5.9,11441,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Amber Tamblyn,Arielle Kebbel,Jennifer Beals
Grumpier Old Men,Grumpier Old Men,1995,101,25000000,6.2,3711,13.5,68.0,23.5,1,0,0,0,1,0,0,1,0,Jack Lemmon,Walter Matthau,Ann-Margret
Guerra de Canudos (The Battle of Canudos),Guerra de Canudos,1997,170,6000000,7.5,126,4.5,38.0,53.5,1,0,0,0,0,1,0,0,0,Claudia Abreu,Jose Wilker,Marieta Severo
Guinevere,Guinevere,1999,104,2600000,6.3,804,13.5,58.0,23.5,1,0,0,0,0,1,0,1,0,Stephen Rea,Sarah Polley,Jean Smart
Gun Shy,Gun Shy,2000,101,10000000,5.4,1701,13.5,58.0,23.5,1,0,0,0,1,0,0,1,0,Liam Neeson,Oliver Platt,Sandra Bullock
The Gunrunner,Gunrunner The,1984,78,2000000,3.2,84,43.5,28.0,23.5,1,0,0,0,0,1,0,0,0,Kevin Costner,Sara Botsford,Paul Soles
The Love Guru,Guru The,2002,94,11000000,5.9,3505,13.5,68.0,23.5,1,0,0,0,1,0,0,1,0,Mike Myers,Jessica Alba,Justin Timberlake
A Guy Thing,Guy Thing A,2003,101,20000000,5.3,2885,13.5,68.0,13.5,1,0,0,0,1,0,0,1,0,Julia Stiles,Jason Lee,Selma Blair
Hairspray,Hairspray,1988,92,2000000,6.6,2752,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,John Travolta,Michelle Pfeiffer,Christopher Walken
Half Past Dead,Half Past Dead,2002,98,30000000,3.9,2099,33.5,48.0,13.5,1,0,1,0,0,0,0,0,0,Steven Seagal,Morris Chestnut,Ja Rule
Halloween 4: The Return of Michael Myers,Halloween 4 The Return of Michael Myers,1988,88,5000000,5,3177,13.5,58.0,33.5,1,0,0,0,0,0,0,0,0,Donald Pleasence,Ellie Cornell,Danielle Harris
Halloween 5: The Revenge of Michael Myers,Halloween 5,1989,96,5000000,4.2,2597,23.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Donald Pleasence,Danielle Harris,Wendy Kaplan
H2: Halloween II,Halloween II,1981,90,2500000,5.7,5157,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Tyler Mane,Scout Taylor-Compton,Danielle Harris
Halloween III - Season of the Witch,Halloween III Season of the Witch,1982,96,2500000,3.6,4020,53.5,18.0,13.5,1,0,0,0,0,0,0,0,0,Tom Atkins,Stacey Nelkin,Dan O'Herlihy
Halloween - Resurrection,Halloween Resurrection,2002,89,15000000,4.3,4323,33.5,48.0,23.5,1,0,0,0,0,0,0,0,0,Jamie Lee Curtis,Brad Loree,Busta Rhymes
Halloween - The Curse of Michael Myers (Halloween 6),Halloween The Curse of Michael Myers,1995,88,5000000,4.2,2662,23.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Donald Pleasence,Mitchell Ryan,Marianne Hagan
Hamlet,Hamlet,1996,242,18000000,7.7,10065,13.5,28.0,63.5,1,0,0,0,0,1,0,1,0,Mel Gibson,Glenn Close,Alan Bates
Hangin' with the Homeboys,Hangin with the Homeboys,1991,88,1900000,6.6,216,13.5,38.0,53.5,1,0,0,0,1,1,0,0,0,Doug E. Doug,Mario Joyner,John Leguizamo
Hanging Up,Hanging Up,2000,94,40000000,4.4,3129,33.5,48.0,13.5,1,0,0,0,1,1,0,0,0,Meg Ryan,Diane Keaton,Lisa Kudrow
Hangman's Curse,Hangmans Curse,2003,106,2000000,4.9,405,13.5,38.0,33.5,1,0,0,0,0,0,0,0,0,David Keith,Mel Harris,Leighton Meester
Hannah and Her Sisters,Hannah and Her Sisters,1986,106,6400000,7.8,7597,13.5,28.0,73.5,1,0,0,0,1,1,0,1,0,Woody Allen,Mia Farrow,Barbara Hershey
Hannibal,Hannibal,2001,133,87000000,6.2,28876,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Anthony Hopkins,Julianne Moore,Ray Liotta
Happiness,Happiness,1998,134,3000000,7.7,11737,13.5,28.0,73.5,1,0,0,0,1,1,0,0,0,Jane Adams (II),Dylan Baker,Lara Flynn Boyle
Happy Birthday to Me,Happy Birthday to Me,1981,110,2250000,4.4,425,23.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Melissa Sue Anderson,Glenn Ford,Tracey E. Bregman
Happy Gilmore,Happy Gilmore,1996,92,10000000,6.8,17746,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,Adam Sandler,Christopher McDonald,Julie Bowen
"Happy, Texas",Happy Texas,1999,98,1700000,6.4,3453,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,Jeremy Northam,Steve Zahn,William H. Macy
Hardball: All Balls Don't Bounce,Hard Ball,2001,109,21000000,6,3083,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Cilton J. Beard III,Terry Fan Siu Wong,Caleb Curtis
Hard Feelings (Hang Tough),Hard Feelings,1982,105,4000000,5.9,7,0.0,73.5,29.0,1,0,0,0,0,1,0,0,0,Carl Marotte,Grand L. Bush,Lisa Langlois
Hard Rain,Hard Rain,1998,97,70000000,5.5,6161,13.5,68.0,13.5,1,0,1,0,0,1,0,0,0,Morgan Freeman,Christian Slater,Randy Quaid
Hard Target,Hard Target,1993,73,15000000,5.4,4372,13.5,48.0,23.5,1,0,1,0,0,0,0,0,0,Jean-Claude Van Damme,Lance Henriksen,Arnold Vosloo
Hardware,Hardware,1990,93,1500000,5.2,1323,23.5,48.0,33.5,1,0,1,0,0,0,0,0,0,Dylan McDermott,Stacey Travis,John Lynch
Harold & Kumar Go to White Castle,Harold  Kumar Go to White Castle,2004,90,9000000,7.1,8376,13.5,38.0,63.5,1,0,0,0,1,0,0,0,0,John Cho,Kal Penn,Paula Garces
The Harpist,Harpist The,1997,93,3000000,4.8,9,39.0,73.5,0.0,1,0,0,0,0,0,0,0,0,Christien Anholt,Colin Baker,John Kavanagh
Harriet the Spy,Harriet the Spy,1996,100,13000000,5.8,845,13.5,48.0,33.5,1,0,0,0,1,1,0,0,0,Michelle Trachtenberg,Rosie O'Donnell,Vanessa Lee Chester
Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002,152,100000000,7.3,38394,13.5,48.0,53.5,1,0,0,0,0,0,0,0,0,Daniel Radcliffe,Rupert Grint,Emma Watson
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,2004,141,130000000,7.8,24973,13.5,28.0,63.5,1,0,0,0,0,0,0,0,0,Daniel Radcliffe,Rupert Grint,Emma Watson
Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerers Stone,2001,152,130000000,7.2,46741,13.5,48.0,53.5,1,0,0,0,0,0,0,0,0,Daniel Radcliffe,Emma Watson,Rupert Grint
Hart's War,Harts War,2002,125,70000000,6.2,6368,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Bruce Willis,Colin Farrell,Vicellous Reon Shannon
Harvard Man,Harvard Man,2001,99,5500000,4.9,1157,23.5,58.0,13.5,1,0,0,0,0,1,0,1,0,Adrian Grenier,Sarah Michelle Gellar,Joey Lauren Adams
The Haunted Mansion,Haunted Mansion The,2003,87,90000000,5,3341,13.5,78.0,13.5,1,0,0,0,1,0,0,0,0,Eddie Murphy,Terence Stamp,Wallace Shawn
The Haunting in Connecticut,Haunting The,1999,112,80000000,4.6,14425,23.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Virginia Madsen,Martin Donovan,Kyle Gallner
He Got Game,He Got Game,1998,137,25000000,6.6,4198,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Denzel Washington,Ray Allen,Milla Jovovich
Head Over Heels,Head Over Heels,2001,86,14000000,4.9,2632,13.5,58.0,13.5,1,0,0,0,1,0,0,1,0,Monica Potter,Freddie Prinze Jr.,Shalom Harlow
Heart of America (Home Room),Heart of America,2003,87,3000000,6.1,204,23.5,28.0,43.5,1,0,0,0,0,1,0,0,0,Jurgen Prochnow,Elisabeth Rosen,Michael Belyea
The Heart of Me,Heart of Me The,2002,96,7000000,6.2,336,13.5,58.0,33.5,1,0,0,0,0,1,0,1,0,Helena Bonham Carter,Olivia Williams,Paul Bettany
