RT_title,cast1,cast2,cast3,length,budget,imdb_rating,imdb_votes,rlow,rmed,rhigh,Action,Animation,Comedy,Drama,Documentary,Romance,RT_aud_score,RT_crit_score,RT_year,num_month,num_day,num_year,num_gross,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
Friday the 13th Part 2,Amy Steel,John Furey,Adrienne King,87,1125000,4.9,3794,13.5,58.0,13.5,1,0,0,0,0,0,50,33,1981,4,30,1981,21722776,0,1,0,3
Friday the 13th Part 3,Dana Kimmell,Richard Brooker,Catherine Parks,91,3125000,4.3,3239,23.5,58.0,13.5,0,0,0,0,0,0,44,13,1982,8,13,1982,36690067,0,1,0,4
Friday the 13th Part VII - The New Blood,Jennifer Banko,Lar Park Lincoln,Kevin Spirtas,90,3150000,4.1,2625,33.5,58.0,13.5,0,0,0,1,0,0,38,28,1988,5,13,1988,19170001,0,1,0,4
Friday the 13th Part VIII - Jason Takes Manhattan,Jensen Daggett,Scott Reeves,Peter Mark Richman,100,5000000,3.6,3248,43.5,38.0,13.5,0,0,0,0,0,0,28,9,1989,7,28,1989,14343976,0,1,0,4
Fright Night,Chris Sarandon,William Ragsdale,Amanda Bearse,106,19500000,6.5,3601,13.5,48.0,33.5,0,0,1,0,0,0,59,72,2011,8,19,2011,18298649,0,1,0,4
From Dusk Till Dawn,George Clooney,Harvey Keitel,Quentin Tarantino,108,20000000,6.8,28473,13.5,48.0,53.5,1,0,1,0,0,0,77,64,1996,1,19,1996,25728961,0,1,0,4
From Justin To Kelly,Kelly Clarkson,Justin Guarini,Katherine Bailess,90,12000000,1.7,6517,83.5,18.0,23.5,0,0,1,0,0,1,38,7,2003,6,20,2003,4922166,1,0,1,4
The Fugitive,Harrison Ford,Tommy Lee Jones,Sela Ward,130,44000000,7.7,48292,13.5,38.0,63.5,1,0,0,1,0,0,88,96,1993,8,6,1993,183875760,1,0,0,4
Full Frontal,David Duchovny,Nicky Katt,Catherine Keener,101,2000000,5.0,3056,23.5,48.0,23.5,0,0,1,1,0,1,28,38,2002,8,2,2002,2512846,0,1,0,4
The Full Monty,Robert Carlyle,Tom Wilkinson,Mark Addy,91,3500000,7.2,22115,13.5,48.0,53.5,0,0,1,0,0,0,79,95,1997,8,13,1997,45950122,0,1,0,2
G.I. Jane,Demi Moore,Viggo Mortensen,Anne Bancroft,124,50000000,5.5,9116,13.5,48.0,23.5,1,0,0,1,0,0,54,55,1997,8,22,1997,48169156,0,1,0,4
Galaxy Quest,Tim Allen,Sigourney Weaver,Alan Rickman,102,45000000,7.2,22341,13.5,48.0,53.5,0,0,1,0,0,0,78,89,1999,12,24,1999,71423726,1,0,1,4
The Game of Their Lives,Gerard Butler,Wes Bentley,Jay Rodan,101,20000000,6.4,125,13.5,13.5,64.5,0,0,0,1,0,0,58,26,2005,4,22,2005,375474,1,0,0,4
Gandhi,Ben Kingsley,Candice Bergen,Edward Fox,188,22000000,8.0,15879,13.5,28.0,73.5,0,0,0,1,0,0,93,87,1982,12,8,1982,52767889,1,0,0,2
Gangs of New York,Leonardo DiCaprio,Daniel Day-Lewis,Cameron Diaz,166,97000000,7.3,34808,13.5,48.0,53.5,0,0,0,1,0,0,81,75,2002,12,20,2002,77730500,0,1,0,4
Garden State,Zach Braff,Natalie Portman,Peter Sarsgaard,109,2500000,8.1,23814,13.5,18.0,83.5,0,0,1,1,0,1,88,86,2004,7,28,2004,26782316,0,1,0,2
Garfield - The Movie,Bill Murray,Breckin Meyer,Jennifer Love Hewitt,80,50000000,4.8,4775,13.5,58.0,13.5,0,1,1,0,0,0,38,15,2004,6,11,2004,75367693,1,0,1,4
Gattaca,Ethan Hawke,Uma Thurman,Alan Arkin,101,36000000,7.6,26071,13.5,28.0,53.5,0,0,0,1,0,0,87,82,1997,10,24,1997,12532777,1,0,0,4
The General's Daughter,John Travolta,Madeleine Stowe,James Cromwell,116,60000000,6.1,11128,13.5,68.0,23.5,0,0,0,1,0,0,47,22,1999,6,18,1999,102705852,0,1,0,4
George of the Jungle,Brendan Fraser,Leslie Mann,Thomas Haden Church,92,55000000,5.5,6430,13.5,58.0,23.5,0,0,1,0,0,0,41,56,1997,7,16,1997,105263257,1,0,0,2
Gerry,[],[],[],105,5250000,6.0,1944,23.5,28.0,33.5,0,0,0,1,0,0,62,61,2002,2,14,2003,254683,0,1,0,4
Get Carter,Sylvester Stallone,Miranda Richardson,Rachael Leigh Cook,104,40000000,4.7,4927,23.5,58.0,13.5,1,0,0,1,0,0,28,12,2000,10,6,2000,14967182,0,1,0,4
Get Over It,Kirsten Dunst,Ben Foster,Melissa Sagemiller,87,10000000,5.7,3561,13.5,58.0,23.5,0,0,1,0,0,1,53,44,2001,3,9,2001,11560259,1,0,0,4
Get Shorty,John Travolta,Gene Hackman,Rene Russo,105,30250000,7.0,14825,13.5,48.0,43.5,0,0,1,1,0,0,70,86,1995,10,20,1995,72021008,0,1,0,4
Get on the Bus,Ossie Davis,Charles S. Dutton,Richard Belzer,120,2400000,6.6,1142,13.5,48.0,53.5,0,0,0,1,0,0,73,88,1996,10,16,1996,5691854,0,1,1,2
Gettysburg,Martin Sheen,Jeff Daniels,Tom Berenger,259,25000000,7.5,5191,13.5,28.0,73.5,0,0,0,1,0,0,89,88,1993,10,8,1993,10731997,1,0,0,4
Ghost,Patrick Swayze,Demi Moore,Whoopi Goldberg,128,22000000,6.8,19005,13.5,48.0,43.5,0,0,0,1,0,1,81,74,1990,7,13,1990,217631306,0,1,0,4
Ghost Ship,Julianna Margulies,Ron Eldard,Desmond Harrington,91,27500000,5.3,8399,13.5,68.0,13.5,0,0,0,0,0,0,38,13,2002,10,25,2002,30113491,0,1,0,4
Ghost World,Thora Birch,Steve Buscemi,Scarlett Johansson,111,6250000,7.8,17976,13.5,28.0,73.5,0,0,1,1,0,0,84,93,2001,7,20,2001,6217849,0,1,0,4
The Ghost and the Darkness,Michael Douglas,Val Kilmer,Tom Wilkinson,109,55000000,6.4,8360,13.5,48.0,33.5,1,0,0,1,0,0,73,50,1996,10,11,1996,38564422,0,1,0,4
Ghosts of Mississippi,Alec Baldwin,Whoopi Goldberg,James Woods,130,36000000,6.4,2268,13.5,68.0,23.5,0,0,0,1,0,0,63,46,1996,12,20,1996,13052741,1,0,0,4
The Gift,Cate Blanchett,Giovanni Ribisi,Keanu Reeves,111,10000000,6.8,12440,13.5,58.0,33.5,0,0,0,1,0,0,56,56,2000,12,19,2000,12008642,0,1,0,1
Gigli,Ben Affleck,Jennifer Lopez,Justin Bartha,121,54000000,2.3,11285,83.5,18.0,13.5,0,0,1,0,0,1,13,6,2003,8,1,2003,6087542,0,1,0,4
Girl 6,Theresa Randle,Isaiah Washington,Spike Lee,108,12000000,5.0,1453,13.5,68.0,13.5,0,0,1,1,0,0,39,33,1996,3,22,1996,4880941,0,1,0,4
"Girl, Interrupted",Winona Ryder,Angelina Jolie,Clea DuVall,127,24000000,7.0,16362,13.5,48.0,53.5,0,0,0,1,0,0,84,54,1999,12,21,1999,28871190,0,1,0,1
Glitter,Mariah Carey,Max Beesley,Terrence Howard,104,15250000,2.1,5209,73.5,18.0,23.5,0,0,0,1,0,1,46,7,2001,9,21,2001,4273372,1,0,0,4
Gloria,Sharon Stone,Jeremy Northam,Cathy Moriarty,108,30000000,4.9,1144,13.5,68.0,13.5,0,0,0,1,0,0,32,17,1999,1,22,1999,4167493,0,1,0,4
Glory,Matthew Broderick,Denzel Washington,Morgan Freeman,122,18000000,8.1,21861,13.5,28.0,73.5,1,0,0,1,0,0,93,93,1989,12,14,1989,26593580,0,1,0,3
"The Godfather, Part III",Al Pacino,Diane Keaton,Talia Shire,169,54000000,7.3,22385,13.5,48.0,53.5,0,0,0,1,0,0,78,68,1990,12,25,1990,66520529,0,1,1,1
Godzilla,Matthew Broderick,Jean Reno,Maria Pitillo,133,125000000,4.4,22695,43.5,58.0,13.5,1,0,0,0,0,0,29,25,1998,5,19,1998,136314294,1,0,0,1
GoldenEye,Pierce Brosnan,Sean Bean,Izabella Scorupco,130,70000000,6.8,22991,13.5,48.0,43.5,1,0,0,0,0,0,83,82,1995,11,17,1995,106429941,1,0,0,4
Gone in 60 Seconds (Gone in Sixty Seconds),Nicolas Cage,Angelina Jolie,Giovanni Ribisi,117,96650000,5.7,25400,13.5,68.0,23.5,1,0,0,0,0,0,78,25,2000,6,9,2000,101643008,1,0,0,4
Gone in 60 Seconds (Gone in Sixty Seconds),Nicolas Cage,Angelina Jolie,Giovanni Ribisi,117,48250000,5.7,25400,13.5,68.0,23.5,1,0,0,0,0,0,78,25,2000,4,9,1999,16875273,1,0,0,4
Good Boy!,Molly Shannon,Liam Aiken,Kevin Nealon,88,17500000,4.7,683,23.5,58.0,23.5,0,0,1,1,0,0,41,45,2003,10,10,2003,37667746,1,0,0,4
The Good Girl,Jennifer Aniston,Jake Gyllenhaal,John C. Reilly,93,6500000,6.9,8254,13.5,48.0,33.5,0,0,1,1,0,0,59,81,2002,8,7,2002,14018296,0,1,0,2
"Good Morning, Vietnam",Robin Williams,Forest Whitaker,Tung Thanh Tran,119,13000000,7.1,13823,13.5,48.0,43.5,0,0,1,1,0,0,81,89,1987,12,23,1987,123922370,0,1,1,2
Good Will Hunting,Matt Damon,Robin Williams,Ben Affleck,126,10000000,7.8,60858,13.5,28.0,73.5,0,0,0,1,0,0,94,97,1997,12,5,1997,138433435,0,1,0,4
GoodFellas,Robert De Niro,Ray Liotta,Joe Pesci,145,25000000,8.6,68219,13.5,28.0,83.5,0,0,0,1,0,0,97,97,1990,9,19,1990,46743809,0,1,0,2
Gosford Park,Maggie Smith,Michael Gambon,Kristin Scott Thomas,137,16500000,7.3,16831,13.5,48.0,53.5,0,0,0,1,0,0,78,86,2001,12,26,2001,41300105,0,1,1,2
The Green Mile,Tom Hanks,David Morse,Bonnie Hunt,188,60000000,8.1,60142,13.5,28.0,73.5,0,0,0,1,0,0,94,80,1999,12,10,1999,136801374,0,1,0,4
Gremlins 2: The New Batch,Zach Galligan,Phoebe Cates,John Glover,106,50000000,5.9,7780,13.5,68.0,23.5,0,0,1,0,0,0,57,69,1990,6,15,1990,41476097,1,0,1,4
Grosse Pointe Blank,John Cusack,Minnie Driver,Dan Aykroyd,107,15000000,7.4,20400,13.5,48.0,53.5,0,0,1,0,0,1,88,79,1997,4,11,1997,28084357,0,1,0,4
The Grudge,Sarah Michelle Gellar,Jason Behr,William Mapother,92,10000000,5.9,11441,13.5,48.0,33.5,0,0,0,0,0,0,47,39,2004,10,22,2004,110359362,1,0,0,4
Gun Shy,Liam Neeson,Oliver Platt,Sandra Bullock,101,10000000,5.4,1701,13.5,58.0,23.5,0,0,1,0,0,1,37,24,2000,2,4,2000,1638202,0,1,0,4
The Guru,Heather Graham,Marisa Tomei,Jimi Mistry,94,11000000,5.9,3505,13.5,68.0,23.5,0,0,1,0,0,1,40,57,2002,1,31,2003,3051221,0,1,0,4
A Guy Thing,Julia Stiles,Jason Lee,Selma Blair,101,20000000,5.3,2885,13.5,68.0,13.5,0,0,1,0,0,1,36,24,2002,1,17,2003,15543862,1,0,0,4
Half Past Dead,Steven Seagal,Morris Chestnut,Ja Rule,98,27500000,3.9,2099,33.5,48.0,13.5,1,0,0,0,0,0,39,2,2002,11,15,2002,15567860,1,0,0,4
Halloween 4: The Return of Michael Myers,Donald Pleasence,Ellie Cornell,Danielle Harris,88,5000000,5.0,3177,13.5,58.0,33.5,0,0,0,0,0,0,55,29,1988,10,1,1988,17768757,0,1,0,5
Halloween 5: The Revenge of Michael Myers,Donald Pleasence,Danielle Harris,Wendy Kaplan,96,5500000,4.2,2597,23.5,58.0,13.5,0,0,0,0,0,0,40,14,1989,10,13,1989,11642254,0,1,0,4
Halloween II,Jamie Lee Curtis,Donald Pleasence,Charles Cyphers,90,2500000,5.7,5157,13.5,48.0,33.5,0,0,0,0,0,0,64,29,1981,10,30,1981,25533818,0,1,0,4
Halloween III - Season of the Witch,Tom Atkins,Stacey Nelkin,Dan O'Herlihy,96,2500000,3.6,4020,53.5,18.0,13.5,0,0,0,0,0,0,24,33,1982,10,22,1982,14400000,0,1,0,4
Halloween - Resurrection,Jamie Lee Curtis,Brad Loree,Busta Rhymes,89,15000000,4.3,4323,33.5,48.0,23.5,0,0,0,0,0,0,28,12,2002,7,12,2002,30259652,0,1,0,4
Halloween - The Curse of Michael Myers (Halloween 6),Donald Pleasence,Mitchell Ryan,Marianne Hagan,88,5000000,4.2,2662,23.5,58.0,23.5,0,0,0,0,0,0,41,7,1995,9,29,1995,15126948,0,1,0,4
Hamlet,Kenneth Branagh,Derek Jacobi,Julie Christie,242,18000000,7.7,10065,13.5,28.0,63.5,0,0,0,1,0,1,90,95,1996,12,25,1996,4501094,1,0,1,2
Hamlet,Kenneth Branagh,Derek Jacobi,Julie Christie,242,10000000,7.7,10065,13.5,28.0,63.5,0,0,0,1,0,1,0,71,2000,5,12,2000,1577287,0,1,0,4
Hanging Up,Meg Ryan,Diane Keaton,Lisa Kudrow,94,40000000,4.4,3129,33.5,48.0,13.5,0,0,1,1,0,0,35,12,2000,2,18,2000,36037909,1,0,0,4
Hannibal,Anthony Hopkins,Julianne Moore,Ray Liotta,133,87000000,6.2,28876,13.5,58.0,23.5,0,0,0,0,0,0,63,39,2001,2,9,2001,165092266,0,1,0,4
Happiness,Jane Adams (II),Dylan Baker,Lara Flynn Boyle,134,3000000,7.7,11737,13.5,28.0,73.5,0,0,1,1,0,0,89,85,1998,10,16,1998,2746453,0,1,0,4
Happy Gilmore,Adam Sandler,Christopher McDonald,Julie Bowen,92,10000000,6.8,17746,13.5,48.0,53.5,0,0,1,0,0,0,85,60,1996,2,16,1996,38623460,1,0,0,4
"Happy, Texas",Jeremy Northam,Steve Zahn,William H. Macy,98,1700000,6.4,3453,13.5,48.0,33.5,0,0,1,0,0,0,55,81,1999,10,1,1999,2039192,1,0,0,4
Hard Rain,Morgan Freeman,Christian Slater,Randy Quaid,97,70000000,5.5,6161,13.5,68.0,13.5,1,0,0,1,0,0,34,25,1998,1,16,1998,19870567,0,1,0,4
Harold & Kumar Go to White Castle,John Cho,Kal Penn,Paula Garces,90,9000000,7.1,8376,13.5,38.0,63.5,0,0,1,0,0,0,80,74,2004,7,30,2004,18225165,0,1,0,4
Harriet the Spy,Michelle Trachtenberg,Rosie O'Donnell,Vanessa Lee Chester,100,13000000,5.8,845,13.5,48.0,33.5,0,0,1,1,0,0,51,48,1996,7,10,1996,26570048,1,0,0,2
Harry Potter and the Chamber of Secrets,Daniel Radcliffe,Rupert Grint,Emma Watson,152,100000000,7.3,38394,13.5,48.0,53.5,0,0,0,0,0,0,79,82,2002,11,15,2002,261987880,1,0,0,4
Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe,Rupert Grint,Emma Watson,141,130000000,7.8,24973,13.5,28.0,63.5,0,0,0,0,0,0,86,91,2004,6,4,2004,249538952,1,0,0,4
Harry Potter and the Sorcerer's Stone,Daniel Radcliffe,Emma Watson,Rupert Grint,152,127500000,7.2,46741,13.5,48.0,53.5,0,0,0,0,0,0,81,80,2001,11,16,2001,317575550,1,0,0,4
Hart's War,Bruce Willis,Colin Farrell,Vicellous Reon Shannon,125,70000000,6.2,6368,13.5,68.0,23.5,0,0,0,1,0,0,48,60,2002,2,15,2002,19076815,0,1,0,4
Harvard Man,Adrian Grenier,Sarah Michelle Gellar,Joey Lauren Adams,99,5500000,4.9,1157,23.5,58.0,13.5,0,0,0,1,0,1,33,33,2001,5,17,2002,56653,0,1,0,4
The Haunting,Liam Neeson,Catherine Zeta-Jones,Lili Taylor,112,80000000,4.6,14425,23.5,58.0,13.5,0,0,0,0,0,0,28,17,1999,7,23,1999,91188905,1,0,0,4
He Got Game,Denzel Washington,Ray Allen,Milla Jovovich,137,25000000,6.6,4198,13.5,48.0,33.5,0,0,0,1,0,0,84,80,1998,5,1,1998,21567853,0,1,0,4
Head Over Heels,Monica Potter,Freddie Prinze Jr.,Shalom Harlow,86,14000000,4.9,2632,13.5,58.0,13.5,0,0,1,0,0,1,57,10,2001,2,2,2001,10397365,1,0,0,4
The Heart of Me,Helena Bonham Carter,Olivia Williams,Paul Bettany,96,7000000,6.2,336,13.5,58.0,33.5,0,0,0,1,0,1,63,50,2002,6,13,2003,196067,0,1,0,4
Hearts in Atlantis,Anthony Hopkins,Anton Yelchin,Hope Davis,101,31000000,6.7,6577,13.5,48.0,33.5,0,0,0,1,0,0,65,50,2001,9,28,2001,24185781,1,0,0,4
Heaven's Gate,Kris Kristofferson,Christopher Walken,Isabelle Huppert,219,44000000,6.2,1439,13.5,38.0,53.5,0,0,0,1,0,0,55,56,1980,11,19,1980,3484331,0,1,0,2
Heavy Metal,Rodger Bumpass,Jackie Burroughs,John Candy,90,9300000,6.2,4538,13.5,48.0,33.5,1,1,0,0,0,0,68,58,1981,8,7,1981,19571091,0,1,0,4
Hedwig and the Angry Inch,John Cameron Mitchell,Miriam Shor,Stephen Trask,93,6000000,7.7,6072,13.5,28.0,73.5,0,0,1,1,0,1,93,92,2001,7,20,2001,3067312,0,1,0,4
Held Up,Jamie Foxx,Nia Long,Barry Corbin,89,8000000,4.6,555,23.5,68.0,13.5,0,0,1,0,0,0,47,17,2000,5,12,2000,4714090,1,0,0,4
Hellboy,Ron Perlman,John Hurt,Selma Blair,132,63000000,6.7,15565,13.5,48.0,33.5,1,0,0,0,0,0,65,81,2004,4,2,2004,59623958,1,0,0,4
Hellraiser,Andrew Robinson,Clare Higgins,Ashley Laurence,89,1000000,6.5,6815,13.5,48.0,33.5,0,0,0,0,0,0,74,63,1987,9,18,1987,14564000,0,1,0,4
Henry V,Kenneth Branagh,Derek Jacobi,Brian Blessed,137,9000000,7.9,8241,13.5,28.0,73.5,1,0,0,1,0,0,90,100,1989,11,8,1989,10161099,1,0,0,2
Hercules,Tate Donovan,Josh Keaton,Roger Bart,92,70000000,6.6,5279,13.5,48.0,23.5,0,1,1,0,0,0,75,84,1997,6,13,1997,99112101,1,0,0,4
Here On Earth,Leelee Sobieski,Chris Klein,Tac Fitzgerald,93,15000000,4.8,2187,23.5,58.0,13.5,0,0,0,1,0,1,62,17,2000,3,24,2000,10494147,1,0,0,4
Last Action Hero,Arnold Schwarzenegger,Austin O'Brien,F Murray Abraham,130,72500000,5.4,15266,13.5,58.0,23.5,1,0,1,0,0,0,45,39,1993,6,18,1993,50016394,1,0,0,4
Last Action Hero,Arnold Schwarzenegger,Austin O'Brien,F Murray Abraham,130,51000000,5.4,15266,13.5,58.0,23.5,1,0,1,0,0,0,45,39,1993,10,2,1992,19487173,1,0,0,4
Hey Arnold! The Movie,Spencer Klein,Francesca Marie Smith,Jamil Walker Smith,76,10000000,4.8,425,23.5,38.0,23.5,0,1,1,0,0,0,37,29,2002,6,28,2002,13684949,1,0,0,4
Hidalgo,Viggo Mortensen,Omar Sharif,Louise Lombard,136,78000000,6.6,7328,13.5,48.0,33.5,1,0,0,1,0,0,65,46,2004,3,5,2004,67286731,1,0,0,4
Hide and Seek,Robert De Niro,Dakota Fanning,Famke Janssen,101,27500000,5.2,3784,13.5,48.0,23.5,0,0,0,1,0,0,50,13,2005,1,28,2005,51100486,0,1,0,4
High Crimes,Ashley Judd,Morgan Freeman,Jim Caviezel,115,42000000,6.1,6043,13.5,78.0,23.5,0,0,0,1,0,0,51,31,2002,4,5,2002,41543207,1,0,0,4
High Fidelity,John Cusack,Iben Hjejle,Jack Black,113,20000000,7.6,29704,13.5,28.0,63.5,0,0,1,1,0,1,90,91,2000,3,31,2000,27277055,0,1,0,4
Highlander,Christopher Lambert,Roxanne Hart,Clancy Brown,116,16000000,7.1,18146,13.5,48.0,53.5,1,0,0,0,0,0,80,67,1986,3,7,1986,5900000,0,1,0,4
Highlander - Endgame,Adrian Paul,Christopher Lambert,Bruce Payne,101,15000000,4.4,3773,33.5,58.0,13.5,1,0,0,0,0,0,39,11,2000,9,1,2000,12801190,0,1,0,4
History of the World -- Part I,Mel Brooks,Dom DeLuise,Madeline Kahn,97,11000000,6.4,5640,13.5,48.0,43.5,0,0,1,0,0,0,82,62,1981,6,12,1981,31672000,0,1,0,4
Hitch,Will Smith,Eva Mendes,Kevin James,118,62500000,6.8,7554,13.5,48.0,53.5,0,0,1,0,0,1,62,69,2005,2,11,2005,177784257,1,0,0,4
The Hitchhiker's Guide to the Galaxy,Martin Freeman,Mos Def,Sam Rockwell,110,47500000,6.9,7644,13.5,28.0,53.5,0,0,1,0,0,0,65,60,2005,4,29,2005,51019112,1,0,0,4
Hocus Pocus,Bette Midler,Sarah Jessica Parker,Kathy Najimy,96,28000000,5.3,3256,13.5,48.0,23.5,0,0,1,0,0,0,70,33,1993,7,16,1993,39360491,1,0,0,4
Holes,Sigourney Weaver,Jon Voight,Patricia Arquette,117,25000000,7.2,5235,13.5,48.0,63.5,0,0,1,1,0,0,76,77,2003,4,18,2003,67383924,1,0,0,4
Hollow Man,Kevin Bacon,Elisabeth Shue,Josh Brolin,112,92500000,5.3,16168,13.5,68.0,13.5,0,0,0,0,0,0,27,27,2000,8,4,2000,73209340,0,1,0,4
Hollywood Ending,Woody Allen,Tea Leoni,Debra Messing,112,16000000,6.3,3673,13.5,68.0,23.5,0,0,1,1,0,0,50,47,2002,5,3,2002,4839383,1,0,0,4
Hollywood Homicide,Harrison Ford,Josh Hartnett,Lena Olin,116,75000000,5.2,5312,13.5,68.0,13.5,1,0,1,0,0,0,28,30,2003,6,13,2003,30207785,1,0,0,4
Holy Man,Eddie Murphy,Jeff Goldblum,Kelly Preston,114,60000000,4.9,3497,13.5,78.0,13.5,0,0,1,1,0,0,24,12,1998,10,9,1998,12069719,1,0,0,4
Home Alone,Macaulay Culkin,Joe Pesci,Daniel Stern,103,15000000,6.4,21670,13.5,58.0,23.5,0,0,1,0,0,0,79,54,1990,11,16,1990,285761243,1,0,0,4
Home Fries,Drew Barrymore,Luke Wilson,Catherine O'Hara,91,15000000,4.9,2374,13.5,58.0,13.5,0,0,1,1,0,1,34,31,1998,11,25,1998,10513979,1,0,1,2
A Home at the End of the World,Colin Farrell,Robin Wright,Dallas Roberts,96,6500000,6.5,1693,13.5,38.0,53.5,0,0,0,1,0,1,68,49,2004,7,23,2004,1029017,0,1,0,4
Home on the Range,Roseanne Barr,Judi Dench,Jennifer Tilly,76,110000000,5.4,1510,13.5,58.0,13.5,0,1,1,0,0,0,28,54,2004,4,2,2004,50026353,1,0,0,4
Honey,Jessica Alba,Mekhi Phifer,Lil' Romeo,94,17500000,3.9,3067,33.5,28.0,23.5,0,0,0,1,0,1,71,20,2003,12,5,2003,30272254,1,0,0,4
Hook,Robin Williams,Dustin Hoffman,Julia Roberts,144,70000000,5.8,19368,13.5,68.0,23.5,0,0,0,0,0,0,77,31,1991,12,11,1991,119654823,1,0,0,2
Hope Floats,Sandra Bullock,Harry Connick Jr.,Gena Rowlands,114,30000000,5.3,4382,13.5,58.0,23.5,0,0,1,1,0,1,74,24,1998,5,29,1998,60110313,1,0,0,4
The Horse Whisperer,Robert Redford,Kristin Scott Thomas,Sam Neill,170,60000000,6.4,6744,13.5,58.0,23.5,0,0,0,1,0,1,72,73,1998,5,15,1998,75383563,1,0,0,4
Hostage,Bruce Willis,Kevin Pollak,Ben Foster,113,63500000,6.6,3709,13.5,48.0,53.5,0,0,0,1,0,0,63,35,2005,3,11,2005,34636443,0,1,0,4
The Hotel New Hampshire,Jodie Foster,Beau Bridges,Rob Lowe,109,7500000,5.8,2065,13.5,48.0,23.5,0,0,1,1,0,0,52,77,1984,3,9,1984,5142858,0,1,0,4
The Hours,Meryl Streep,Julianne Moore,Nicole Kidman,114,25000000,7.6,16692,13.5,28.0,63.5,0,0,0,1,0,0,85,81,2002,12,27,2002,41675994,1,0,1,4
House of 1000 Corpses,Sid Haig,Bill Moseley,Sheri Moon Zombie,88,7000000,5.1,6136,23.5,28.0,23.5,0,0,0,0,0,0,66,19,2002,4,11,2003,12634962,0,1,0,4
The House of Mirth,Gillian Anderson,Eric Stoltz,Dan Aykroyd,140,10000000,6.9,2167,13.5,38.0,53.5,0,0,0,1,0,1,72,81,2000,12,22,2000,3041803,1,0,0,4
House of Sand and Fog,Jennifer Connelly,Ben Kingsley,Ron Eldard,126,16250000,7.8,8164,13.5,28.0,63.5,0,0,0,1,0,0,83,75,2003,12,19,2003,13005485,0,1,0,4
House of Wax,Elisha Cuthbert,Chad Michael Murray,Brian Van Holt,105,32500000,4.6,1298,33.5,18.0,33.5,0,0,0,0,0,0,42,25,2005,5,6,2005,32064800,0,1,0,4
House of the Dead,Jonathan Cherry,Tyron Leitso,Clint Howard,90,7000000,2.3,3921,64.5,18.0,13.5,1,0,0,0,0,0,9,4,2003,10,10,2003,10199354,0,1,0,4
House on Haunted Hill,Geoffrey Rush,Famke Janssen,Taye Diggs,99,19000000,5.1,9694,13.5,58.0,13.5,0,0,0,0,0,0,42,27,1999,10,29,1999,40846082,0,1,0,4
How High,Method Man,Redman,Obba Babatunde,95,12000000,4.9,2916,23.5,48.0,23.5,0,0,1,0,0,0,80,27,2001,12,21,2001,31155435,0,1,0,4
How Stella Got Her Groove Back,Angela Bassett,Taye Diggs,Regina King,124,20000000,5.0,1475,13.5,48.0,13.5,0,0,0,1,0,1,68,48,1998,8,14,1998,37672944,0,1,0,4
How the Grinch Stole Christmas,Jim Carrey,Jeffrey Tambor,Christine Baranski,104,123000000,5.7,12680,13.5,48.0,23.5,0,0,1,1,0,0,55,53,2000,11,17,2000,260044825,1,0,0,4
How to Deal,Mandy Moore,Allison Janney,Trent Ford,102,16000000,5.5,1537,13.5,68.0,23.5,0,0,1,1,0,1,65,28,2003,7,18,2003,14108518,1,0,0,4
How to Lose a Guy in 10 Days,Kate Hudson,Matthew McConaughey,Adam Goldberg,116,50000000,6.1,9257,13.5,58.0,23.5,0,0,1,0,0,1,78,42,2003,2,7,2003,105807520,1,0,0,4
Howard the Duck,Lea Thompson,Jeffrey Jones,Tim Robbins,110,30000000,3.9,6582,43.5,48.0,13.5,1,0,1,0,0,0,40,15,1986,8,1,1986,16295774,1,0,0,4
The Howling,Dee Wallace,Patrick Macnee,Dennis Dugan,91,1000000,6.3,2546,13.5,58.0,23.5,0,0,0,0,0,0,58,66,1981,4,10,1981,17985000,0,1,0,4
Hudson Hawk,Bruce Willis,Danny Aiello,Andie MacDowell,103,65000000,5.1,8904,13.5,48.0,23.5,1,0,1,0,0,0,57,24,1991,5,24,1991,17218916,0,1,0,4
The Hudsucker Proxy,Tim Robbins,Jennifer Jason Leigh,Paul Newman,111,32500000,7.4,12903,13.5,28.0,53.5,0,0,1,0,0,1,80,58,1994,3,11,1994,2816518,1,0,0,4
Hulk,Eric Bana,Jennifer Connelly,Sam Elliott,138,128500000,6.1,20710,13.5,48.0,23.5,1,0,0,1,0,0,29,62,2003,6,20,2003,132177234,1,0,1,4
The Hunchback of Notre Dame,Tom Hulce,Demi Moore,Kevin Kline,91,85000000,6.5,6093,13.5,48.0,43.5,0,1,1,1,0,0,69,73,1996,6,21,1996,100138851,1,0,0,4
The Hunt for Red October,Sean Connery,Alec Baldwin,Scott Glenn,134,30000000,7.6,26666,13.5,38.0,53.5,1,0,0,0,0,0,89,96,1990,3,2,1990,120709866,1,0,0,4
The Hurricane,Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger,145,38000000,7.3,12445,13.5,48.0,53.5,0,0,0,1,0,0,88,83,1999,12,29,1999,50699241,0,1,0,2
I Am Sam,Sean Penn,Michelle Pfeiffer,Dakota Fanning,132,22000000,7.2,9945,13.5,38.0,53.5,0,0,0,1,0,0,87,34,2001,12,28,2001,40270895,1,0,0,4
